Date,Temperature,Humidity,Operator,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,Failure,﻿Date.year,﻿Date.month,﻿Date.day-of-month,﻿Date.day-of-week,﻿Date.hour,﻿Date.minute,﻿Date.second
2016-08-01 19:00:00,65,93,Operator5,968,0,1,694,1809,1726,1359,1928,951,268,535,1838,853,1976,1228,13,No,2016,8,1,1,19,0,0
2016-08-01 20:00:00,62,88,Operator5,1221,1,1,449,1555,1897,1881,732,896,1775,291,608,1652,1220,1999,14,No,2016,8,1,1,20,0,0
2016-08-01 21:00:00,61,82,Operator5,1795,0,2,1155,1146,1056,332,222,998,676,240,1499,931,1893,1312,15,No,2016,8,1,1,21,0,0
2016-08-01 22:00:00,63,92,Operator5,1392,3,0,431,244,817,983,1722,1266,757,1467,739,833,395,753,16,No,2016,8,1,1,22,0,0
2016-08-01 23:00:00,61,93,Operator5,1507,0,0,602,1714,1283,1093,478,861,744,1530,1776,1222,958,370,17,No,2016,8,1,1,23,0,0
2016-08-02 00:00:00,63,86,Operator2,1737,3,2,852,474,1536,856,1141,1561,1833,2009,1433,586,1844,1109,18,No,2016,8,2,2,0,0,0
2016-08-02 01:00:00,66,88,Operator2,1217,3,2,1080,793,1963,754,428,1039,544,1291,1402,1894,606,1505,19,No,2016,8,2,2,1,0,0
2016-08-02 02:00:00,64,82,Operator2,1959,2,1,1612,1461,1314,1387,156,1057,846,1015,1023,1860,1923,325,20,No,2016,8,2,2,2,0,0
2016-08-02 03:00:00,61,92,Operator2,1004,0,1,1505,1871,511,1144,1151,988,1181,1421,1815,256,566,293,21,No,2016,8,2,2,3,0,0
2016-08-02 04:00:00,65,81,Operator2,627,2,0,2010,297,672,1001,1050,1770,1928,1749,780,1057,1285,404,22,No,2016,8,2,2,4,0,0
2016-08-02 05:00:00,67,87,Operator2,670,2,2,1541,1190,816,563,326,183,1107,863,1112,1097,597,1931,23,No,2016,8,2,2,5,0,0
2016-08-02 06:00:00,61,86,Operator2,1480,3,2,1853,1226,1178,221,164,536,1318,1628,161,557,644,767,24,No,2016,8,2,2,6,0,0
2016-08-02 07:00:00,64,91,Operator2,1089,0,2,470,292,737,2002,187,922,175,984,851,1225,1918,1211,25,No,2016,8,2,2,7,0,0
2016-08-02 08:00:00,62,81,Operator4,1207,3,0,965,1876,1322,1057,1607,1359,1173,1632,1457,949,1943,314,26,No,2016,8,2,2,8,0,0
2016-08-02 09:00:00,64,84,Operator4,684,3,2,1762,965,2001,1353,1294,738,1578,1986,998,1930,1828,166,27,No,2016,8,2,2,9,0,0
2016-08-02 10:00:00,63,88,Operator4,1562,1,2,1498,708,1186,1072,589,716,732,1611,232,1064,613,885,28,No,2016,8,2,2,10,0,0
2016-08-02 11:00:00,66,81,Operator4,360,1,2,650,618,1545,373,509,982,1779,1451,1114,1386,578,1444,29,No,2016,8,2,2,11,0,0
2016-08-02 12:00:00,67,87,Operator4,221,2,2,961,1850,1395,790,996,1241,945,1844,291,1014,510,1653,30,No,2016,8,2,2,12,0,0
2016-08-02 13:00:00,60,85,Operator4,581,0,2,224,1301,1281,1169,1975,1315,1913,1129,457,1276,1065,1314,31,No,2016,8,2,2,13,0,0
2016-08-02 14:00:00,65,85,Operator4,629,0,2,507,732,1491,627,1582,1778,265,1968,1579,1865,1858,1093,32,No,2016,8,2,2,14,0,0
2016-08-02 15:00:00,68,87,Operator4,1564,3,0,896,985,945,503,1256,1003,1942,289,870,1791,1984,1842,33,No,2016,8,2,2,15,0,0
2016-08-02 16:00:00,65,85,Operator6,408,0,1,1531,253,1266,1897,1809,1150,969,1050,1432,163,843,1992,34,No,2016,8,2,2,16,0,0
2016-08-02 17:00:00,60,90,Operator6,744,1,1,1889,983,617,575,776,1523,1227,806,1000,339,432,506,35,No,2016,8,2,2,17,0,0
2016-08-02 18:00:00,63,83,Operator6,436,0,1,345,1472,1856,1300,1840,1828,345,1808,1885,1283,285,1425,36,No,2016,8,2,2,18,0,0
2016-08-02 19:00:00,65,93,Operator6,1889,0,1,1565,839,1746,329,967,1063,316,1227,522,776,720,1291,37,No,2016,8,2,2,19,0,0
2016-08-02 20:00:00,64,81,Operator6,673,2,1,1596,1286,514,1585,209,1746,1696,1831,1838,1699,517,998,38,No,2016,8,2,2,20,0,0
2016-08-02 21:00:00,60,85,Operator6,1389,1,2,973,1919,1184,528,884,268,503,235,158,1583,182,474,39,No,2016,8,2,2,21,0,0
2016-08-02 22:00:00,67,81,Operator6,676,3,2,1209,1973,828,1247,963,1051,1961,1453,1285,1647,1716,1852,40,No,2016,8,2,2,22,0,0
2016-08-02 23:00:00,60,93,Operator6,1959,0,1,659,1960,343,404,445,775,1397,998,1145,1199,476,706,41,No,2016,8,2,2,23,0,0
2016-08-03 00:00:00,68,85,Operator7,795,0,1,1400,291,1232,1928,952,391,1169,1264,1426,1335,617,1987,42,No,2016,8,3,3,0,0,0
2016-08-03 01:00:00,67,82,Operator7,1884,0,1,185,1928,1753,1867,1236,1212,1275,1023,1576,188,311,808,43,No,2016,8,3,3,1,0,0
2016-08-03 02:00:00,68,89,Operator7,454,2,0,649,1416,673,694,1399,754,1987,1914,155,1477,1866,1878,44,No,2016,8,3,3,2,0,0
2016-08-03 03:00:00,67,87,Operator7,623,0,1,1758,1569,372,828,239,1444,1073,1446,784,1714,293,797,45,No,2016,8,3,3,3,0,0
2016-08-03 04:00:00,67,87,Operator7,1039,2,2,1071,217,1341,1109,1238,1559,1637,800,382,1069,918,1503,46,No,2016,8,3,3,4,0,0
2016-08-03 05:00:00,73,89,Operator7,516,2,0,740,1350,1293,1715,1714,857,251,1173,1066,636,221,1469,47,No,2016,8,3,3,5,0,0
2016-08-03 06:00:00,66,87,Operator7,1474,2,0,904,1769,1112,461,1609,548,1782,1946,1304,1539,1417,967,48,No,2016,8,3,3,6,0,0
2016-08-03 07:00:00,62,88,Operator7,1217,3,1,772,895,957,783,1754,372,1564,961,816,1865,703,196,49,No,2016,8,3,3,7,0,0
2016-08-03 08:00:00,68,89,Operator2,1137,2,1,588,285,309,1825,714,1760,155,924,605,1546,783,1926,50,No,2016,8,3,3,8,0,0
2016-08-03 09:00:00,60,93,Operator2,1604,0,0,392,908,1852,404,1994,848,1016,589,341,1734,1400,1360,51,No,2016,8,3,3,9,0,0
2016-08-03 10:00:00,61,92,Operator2,193,3,0,1727,643,790,691,1299,172,632,875,594,1891,359,1233,52,No,2016,8,3,3,10,0,0
2016-08-03 11:00:00,67,82,Operator2,438,3,2,958,1472,701,206,887,875,1181,1843,1020,1616,1657,1885,53,No,2016,8,3,3,11,0,0
2016-08-03 12:00:00,68,88,Operator2,1780,1,0,1385,799,1284,186,394,440,347,1815,1043,835,1847,1579,54,No,2016,8,3,3,12,0,0
2016-08-03 13:00:00,60,88,Operator2,531,2,1,918,1246,1480,1808,1680,1054,1693,297,864,787,960,1253,55,No,2016,8,3,3,13,0,0
2016-08-03 14:00:00,65,86,Operator2,1328,2,1,1362,1070,887,700,1093,653,1199,1519,1382,276,629,1773,56,No,2016,8,3,3,14,0,0
2016-08-03 15:00:00,65,93,Operator2,1099,0,2,471,1438,744,186,1025,326,464,1624,1255,1387,1443,915,57,No,2016,8,3,3,15,0,0
2016-08-03 16:00:00,65,82,Operator8,1225,2,0,642,1801,1100,1096,280,1957,1171,633,588,576,1169,1968,58,No,2016,8,3,3,16,0,0
2016-08-03 17:00:00,67,81,Operator8,1462,1,0,852,892,700,1680,1215,1433,784,1433,1449,1104,411,1348,59,No,2016,8,3,3,17,0,0
2016-08-03 18:00:00,68,89,Operator8,1128,1,2,1980,712,1697,602,784,952,1505,600,300,1048,915,2011,60,No,2016,8,3,3,18,0,0
2016-08-03 19:00:00,64,87,Operator8,1407,0,2,1017,1216,1728,1922,186,998,1916,228,733,1647,171,370,61,No,2016,8,3,3,19,0,0
2016-08-03 20:00:00,65,93,Operator8,749,0,2,875,1356,989,221,155,337,1924,1225,1250,1961,999,1094,62,No,2016,8,3,3,20,0,0
2016-08-03 21:00:00,68,91,Operator8,1894,2,1,856,1816,1252,730,892,912,1344,1278,1343,332,943,1896,63,No,2016,8,3,3,21,0,0
2016-08-03 22:00:00,68,90,Operator8,1761,2,2,442,1416,784,490,1186,1170,1498,1574,1392,1689,769,1013,64,No,2016,8,3,3,22,0,0
2016-08-03 23:00:00,64,88,Operator8,492,1,1,1393,1380,991,1231,271,1258,475,229,1679,448,736,551,65,No,2016,8,3,3,23,0,0
2016-08-04 00:00:00,62,81,Operator1,1814,1,1,1379,261,1140,430,1643,166,1415,1436,1306,773,1667,1003,66,No,2016,8,4,4,0,0,0
2016-08-04 01:00:00,67,81,Operator1,1993,1,0,1530,1402,1737,641,690,1750,867,472,1928,231,1904,1854,67,No,2016,8,4,4,1,0,0
2016-08-04 02:00:00,61,86,Operator1,1222,2,0,1204,646,1456,203,499,291,520,351,343,1763,1574,199,68,No,2016,8,4,4,2,0,0
2016-08-04 03:00:00,60,84,Operator1,1420,0,1,1159,1616,1710,1704,1942,283,923,716,1107,675,908,1488,69,No,2016,8,4,4,3,0,0
2016-08-04 04:00:00,66,86,Operator1,322,1,1,811,1777,577,300,562,1147,1698,197,1013,288,2001,1668,70,No,2016,8,4,4,4,0,0
2016-08-04 05:00:00,60,82,Operator1,777,3,0,1064,1189,977,781,637,221,504,1783,907,1371,546,1344,71,No,2016,8,4,4,5,0,0
2016-08-04 06:00:00,61,85,Operator1,1137,2,0,817,439,820,1058,918,1374,1273,868,231,1983,767,481,72,No,2016,8,4,4,6,0,0
2016-08-04 07:00:00,65,89,Operator1,1216,2,0,1405,1779,845,1809,696,433,312,1822,804,312,1579,314,73,No,2016,8,4,4,7,0,0
2016-08-04 08:00:00,65,84,Operator3,1901,1,2,1331,1223,1111,669,615,1884,1888,1550,300,605,1275,855,74,No,2016,8,4,4,8,0,0
2016-08-04 09:00:00,62,93,Operator3,1987,1,0,445,1274,892,164,849,1191,723,331,1024,1836,1547,1786,75,No,2016,8,4,4,9,0,0
2016-08-04 10:00:00,63,82,Operator3,1947,1,2,1825,735,1483,1758,361,180,1361,1304,341,1776,879,1639,76,No,2016,8,4,4,10,0,0
2016-08-04 11:00:00,65,82,Operator3,697,2,0,1351,1035,468,402,701,1220,1135,982,955,1281,788,1044,77,No,2016,8,4,4,11,0,0
2016-08-04 12:00:00,62,88,Operator3,1233,0,0,450,440,1831,790,227,1733,1519,1310,1986,408,310,1950,78,No,2016,8,4,4,12,0,0
2016-08-04 13:00:00,62,87,Operator3,1309,1,1,340,1060,1467,1666,1130,1353,1898,241,1530,447,822,321,79,No,2016,8,4,4,13,0,0
2016-08-04 14:00:00,63,86,Operator3,1798,1,1,1980,245,1264,1397,802,1814,1096,711,1824,1837,246,1756,80,No,2016,8,4,4,14,0,0
2016-08-04 15:00:00,65,90,Operator3,537,0,2,706,919,744,639,521,640,1592,611,2006,781,547,435,81,No,2016,8,4,4,15,0,0
2016-08-04 16:00:00,62,93,Operator5,516,1,2,1365,1999,567,1949,1243,1820,863,192,808,983,1879,1725,82,No,2016,8,4,4,16,0,0
2016-08-04 17:00:00,65,83,Operator5,1101,3,1,1320,736,1662,832,1117,826,714,531,1214,1950,1817,1017,83,No,2016,8,4,4,17,0,0
2016-08-04 18:00:00,67,90,Operator5,181,0,1,1429,1333,1042,1025,371,293,1627,1378,1622,1068,1844,255,84,No,2016,8,4,4,18,0,0
2016-08-04 19:00:00,65,87,Operator5,1998,2,2,366,952,435,1017,986,1680,519,1014,1487,811,1822,488,85,No,2016,8,4,4,19,0,0
2016-08-04 20:00:00,68,85,Operator5,1150,2,0,1013,1086,1322,704,1807,1315,1547,1188,1169,722,753,830,86,No,2016,8,4,4,20,0,0
2016-08-04 21:00:00,62,91,Operator5,489,2,2,448,632,262,555,505,1860,1742,761,1655,972,239,690,87,No,2016,8,4,4,21,0,0
2016-08-04 22:00:00,66,83,Operator5,464,3,0,1386,1075,886,848,1607,1167,1790,1217,1930,310,614,1405,88,No,2016,8,4,4,22,0,0
2016-08-04 23:00:00,60,83,Operator5,888,2,0,846,1012,1494,923,1833,632,1584,427,1627,270,1877,1351,89,No,2016,8,4,4,23,0,0
2016-08-05 00:00:00,61,93,Operator2,174,1,1,1274,395,1721,1313,365,208,633,601,309,1714,1932,1247,90,No,2016,8,5,5,0,0,0
2016-08-05 01:00:00,67,86,Operator2,1523,2,2,1129,304,1194,1050,1498,1268,1353,506,1686,549,398,1081,91,No,2016,8,5,5,1,0,0
2016-08-05 02:00:00,67,93,Operator2,1287,0,0,1952,483,1131,958,982,711,349,1301,1291,1497,1027,1646,92,No,2016,8,5,5,2,0,0
2016-08-05 03:00:00,67,89,Operator2,1781,2,2,1010,1864,1909,1789,625,1716,1822,1207,181,1568,1131,474,93,No,2016,8,5,5,3,0,0
2016-08-05 04:00:00,65,87,Operator2,1673,0,0,782,1188,1985,665,985,170,1891,1871,1592,1344,955,767,94,No,2016,8,5,5,4,0,0
2016-08-05 05:00:00,68,86,Operator2,806,0,1,1701,1098,1637,174,916,753,1109,1766,1347,693,1082,1426,95,No,2016,8,5,5,5,0,0
2016-08-05 06:00:00,66,85,Operator2,1683,0,0,352,1554,1410,671,1596,261,1181,1023,1342,1272,647,1836,96,No,2016,8,5,5,6,0,0
2016-08-05 07:00:00,63,91,Operator2,582,1,2,327,982,1667,780,812,1669,989,1099,1912,1650,1418,1394,97,No,2016,8,5,5,7,0,0
2016-08-05 08:00:00,62,84,Operator4,894,0,0,1717,319,970,509,1798,1201,1463,1175,979,861,1753,1497,98,No,2016,8,5,5,8,0,0
2016-08-05 09:00:00,62,84,Operator4,183,0,2,1107,1291,1326,1665,257,1420,231,1146,1102,742,1377,1215,99,No,2016,8,5,5,9,0,0
2016-08-05 10:00:00,61,93,Operator4,1267,3,2,1054,1076,1415,1751,605,1583,346,722,277,413,827,1589,100,No,2016,8,5,5,10,0,0
2016-08-05 11:00:00,61,86,Operator4,733,1,1,475,436,1807,1909,767,615,1383,1853,527,558,1524,1463,101,No,2016,8,5,5,11,0,0
2016-08-05 12:00:00,64,85,Operator4,1249,2,1,952,436,1197,171,1498,1370,1343,1236,713,843,1125,1267,102,No,2016,8,5,5,12,0,0
2016-08-05 13:00:00,67,90,Operator4,542,2,2,1285,892,1933,1762,1831,1828,683,1630,888,1678,718,1589,103,No,2016,8,5,5,13,0,0
2016-08-05 14:00:00,60,83,Operator4,1898,0,0,260,1200,163,564,1283,1332,977,1790,690,1959,1525,165,104,No,2016,8,5,5,14,0,0
2016-08-05 15:00:00,61,87,Operator4,432,0,1,1883,1914,737,1176,1870,261,464,835,1717,1066,264,821,105,No,2016,8,5,5,15,0,0
2016-08-05 16:00:00,66,81,Operator6,819,0,0,348,1972,1424,757,183,1064,895,1018,593,266,653,1532,106,No,2016,8,5,5,16,0,0
2016-08-05 17:00:00,65,88,Operator6,1346,1,0,1668,704,1724,1516,785,1868,1425,1407,1064,793,945,1624,107,No,2016,8,5,5,17,0,0
2016-08-05 18:00:00,66,82,Operator6,1944,3,0,1225,832,428,1353,220,1437,1996,1173,512,606,867,381,108,No,2016,8,5,5,18,0,0
2016-08-05 19:00:00,60,87,Operator6,363,1,1,835,673,1809,353,382,1250,1284,349,665,1881,264,774,109,No,2016,8,5,5,19,0,0
2016-08-05 20:00:00,60,85,Operator6,660,1,2,539,1701,1374,1986,1205,1354,1396,291,331,1313,575,954,110,No,2016,8,5,5,20,0,0
2016-08-05 21:00:00,66,91,Operator6,1348,0,1,1400,496,687,619,1738,1476,1958,1727,1835,181,1620,1357,111,No,2016,8,5,5,21,0,0
2016-08-05 22:00:00,61,88,Operator6,1273,3,2,1974,1095,1470,1095,1812,167,846,403,1824,657,1798,1118,112,No,2016,8,5,5,22,0,0
2016-08-05 23:00:00,63,92,Operator6,477,3,0,236,426,1615,691,281,569,731,1085,1044,225,321,554,113,No,2016,8,5,5,23,0,0
2016-08-06 00:00:00,63,84,Operator7,761,1,1,1989,281,805,985,457,1283,437,240,872,1582,1349,734,114,No,2016,8,6,6,0,0,0
2016-08-06 01:00:00,63,85,Operator7,1805,1,2,1006,232,926,1736,769,727,1205,1936,670,706,382,524,115,No,2016,8,6,6,1,0,0
2016-08-06 02:00:00,64,89,Operator7,1729,0,1,942,794,580,1587,167,990,613,895,1606,1155,359,213,116,No,2016,8,6,6,2,0,0
2016-08-06 03:00:00,68,84,Operator7,1237,3,1,1352,1758,1001,1730,1707,1044,395,374,596,1566,1268,782,117,No,2016,8,6,6,3,0,0
2016-08-06 04:00:00,62,84,Operator7,266,0,1,171,1013,642,1588,560,919,513,179,1333,533,155,556,118,No,2016,8,6,6,4,0,0
2016-08-06 05:00:00,62,90,Operator7,1684,3,1,340,811,285,1983,1481,610,1510,1771,507,493,1399,1790,119,No,2016,8,6,6,5,0,0
2016-08-06 06:00:00,67,89,Operator7,304,0,0,1319,1513,866,558,1248,1341,1530,1919,685,526,1862,1254,120,No,2016,8,6,6,6,0,0
2016-08-06 07:00:00,63,91,Operator7,459,0,2,1516,463,1410,372,2007,845,648,1308,889,1180,560,1298,121,No,2016,8,6,6,7,0,0
2016-08-06 08:00:00,64,83,Operator2,994,0,1,1626,1616,427,1407,952,1896,1959,1417,1996,379,250,656,122,No,2016,8,6,6,8,0,0
2016-08-06 09:00:00,61,87,Operator2,895,2,2,1034,523,525,1618,1317,550,1795,1898,964,1693,1564,946,123,No,2016,8,6,6,9,0,0
2016-08-06 10:00:00,63,82,Operator2,1248,3,1,1833,1907,279,867,281,540,1898,1233,972,1774,405,478,124,No,2016,8,6,6,10,0,0
2016-08-06 11:00:00,60,91,Operator2,1873,2,1,1509,1509,1419,1371,1946,1513,1701,515,1231,1649,179,541,125,No,2016,8,6,6,11,0,0
2016-08-06 12:00:00,65,88,Operator2,728,3,1,948,457,1562,936,1888,778,346,1406,608,1934,420,1878,126,No,2016,8,6,6,12,0,0
2016-08-06 13:00:00,68,83,Operator2,894,0,2,605,562,420,190,239,438,756,1807,1196,383,809,1959,127,No,2016,8,6,6,13,0,0
2016-08-06 14:00:00,60,92,Operator2,999,0,0,1322,799,183,1092,1274,1141,334,541,284,180,759,675,128,No,2016,8,6,6,14,0,0
2016-08-06 15:00:00,67,89,Operator2,381,3,1,1851,383,616,562,1937,921,871,723,475,1474,1382,1893,129,No,2016,8,6,6,15,0,0
2016-08-06 16:00:00,64,86,Operator8,240,1,1,1607,1893,863,288,1878,1322,1953,683,620,645,1586,461,130,No,2016,8,6,6,16,0,0
2016-08-06 17:00:00,66,93,Operator8,1356,0,2,1084,1686,673,852,329,935,871,1405,405,472,1764,254,131,No,2016,8,6,6,17,0,0
2016-08-06 18:00:00,65,81,Operator8,660,3,1,315,389,1744,859,894,332,1211,1134,754,1493,1510,1587,132,No,2016,8,6,6,18,0,0
2016-08-06 19:00:00,67,93,Operator8,704,0,1,1743,858,872,690,897,1973,160,1025,1837,1140,1954,1668,133,No,2016,8,6,6,19,0,0
2016-08-06 20:00:00,67,81,Operator8,667,3,0,1119,458,1355,1587,1116,443,1021,1992,890,1129,1560,754,134,No,2016,8,6,6,20,0,0
2016-08-06 21:00:00,61,93,Operator8,1597,2,2,1090,864,803,1094,871,643,1261,1927,1695,1706,951,924,135,No,2016,8,6,6,21,0,0
2016-08-06 22:00:00,65,87,Operator8,1500,3,0,1860,1170,1423,1029,1073,1690,580,180,986,571,1086,946,136,No,2016,8,6,6,22,0,0
2016-08-06 23:00:00,62,84,Operator8,372,2,0,1729,310,1682,176,1785,1858,1765,672,1834,250,1715,270,137,No,2016,8,6,6,23,0,0
2016-08-07 00:00:00,66,91,Operator1,845,0,2,1972,1851,659,538,919,432,1470,1629,1194,495,1676,491,138,No,2016,8,7,7,0,0,0
2016-08-07 01:00:00,65,93,Operator1,233,2,2,893,1396,1798,318,1327,1659,769,554,1944,917,459,1607,139,No,2016,8,7,7,1,0,0
2016-08-07 02:00:00,65,87,Operator1,585,1,1,786,1027,731,1766,1574,430,533,1653,1034,1107,588,919,140,No,2016,8,7,7,2,0,0
2016-08-07 03:00:00,67,84,Operator1,958,0,1,1010,697,689,299,245,647,779,805,1816,994,680,292,141,No,2016,8,7,7,3,0,0
2016-08-07 04:00:00,68,93,Operator1,383,0,0,451,1918,193,1539,1907,438,320,1488,1928,1698,1785,622,142,No,2016,8,7,7,4,0,0
2016-08-07 05:00:00,67,90,Operator1,1629,1,0,1832,1491,835,1291,1751,1732,1079,1898,1331,732,317,1499,143,No,2016,8,7,7,5,0,0
2016-08-07 06:00:00,66,89,Operator1,1587,3,0,219,1287,1401,1010,1813,1022,547,703,439,615,370,1715,144,No,2016,8,7,7,6,0,0
2016-08-07 07:00:00,64,83,Operator1,203,1,2,1925,968,1415,1523,541,826,905,1137,1647,1137,1591,599,145,No,2016,8,7,7,7,0,0
2016-08-07 08:00:00,62,86,Operator3,1119,0,2,1458,1596,172,1421,924,683,1795,453,1700,683,251,398,146,No,2016,8,7,7,8,0,0
2016-08-07 09:00:00,62,87,Operator3,241,3,1,428,999,1386,669,420,916,600,1825,1809,1653,378,184,147,No,2016,8,7,7,9,0,0
2016-08-07 10:00:00,66,83,Operator3,1947,0,0,854,1915,1822,1976,1818,641,474,163,1931,1932,1748,1963,148,No,2016,8,7,7,10,0,0
2016-08-07 11:00:00,66,82,Operator3,1290,1,2,637,685,626,278,834,1695,314,275,875,1500,392,1734,149,No,2016,8,7,7,11,0,0
2016-08-07 12:00:00,67,86,Operator3,547,1,2,1839,655,696,1265,1859,1876,1792,918,445,1842,1329,765,150,No,2016,8,7,7,12,0,0
2016-08-07 13:00:00,63,83,Operator3,1966,3,2,1281,1620,686,301,1041,532,1032,232,893,179,1309,268,151,No,2016,8,7,7,13,0,0
2016-08-07 14:00:00,60,91,Operator3,725,3,2,1178,758,393,1940,1005,881,1280,1698,925,760,1662,1398,152,No,2016,8,7,7,14,0,0
2016-08-07 15:00:00,68,81,Operator3,995,1,2,1908,1706,1433,1911,602,946,1618,1950,1228,1821,1581,217,153,No,2016,8,7,7,15,0,0
2016-08-07 16:00:00,60,84,Operator5,544,1,2,1435,904,967,781,625,1991,1570,1729,1742,1336,1579,1993,154,No,2016,8,7,7,16,0,0
2016-08-07 17:00:00,62,82,Operator5,797,0,2,581,1815,1989,1120,818,401,994,198,1634,1558,750,1829,155,No,2016,8,7,7,17,0,0
2016-08-07 18:00:00,66,82,Operator5,826,0,1,1422,856,1059,698,960,736,1903,1295,1525,1139,700,1739,156,No,2016,8,7,7,18,0,0
2016-08-07 19:00:00,63,82,Operator5,433,1,2,1050,1203,1933,927,1548,470,903,740,1938,1621,1070,1103,157,No,2016,8,7,7,19,0,0
2016-08-07 20:00:00,63,86,Operator5,245,1,0,536,812,877,433,259,1754,1030,1833,1750,1408,1109,600,158,No,2016,8,7,7,20,0,0
2016-08-07 21:00:00,64,91,Operator5,1017,1,2,874,563,1322,1095,1678,414,1315,256,210,1878,1501,391,159,No,2016,8,7,7,21,0,0
2016-08-07 22:00:00,65,82,Operator5,635,2,2,1438,173,1736,1855,402,590,873,232,1447,1857,613,378,160,No,2016,8,7,7,22,0,0
2016-08-07 23:00:00,68,85,Operator5,1572,0,0,1526,333,692,1707,707,813,1073,1480,912,1156,1520,1945,161,No,2016,8,7,7,23,0,0
2016-08-08 00:00:00,68,84,Operator2,1202,3,1,332,1211,163,1077,789,1376,673,1765,805,1042,1781,198,162,No,2016,8,8,1,0,0,0
2016-08-08 01:00:00,63,86,Operator2,864,3,2,320,1706,1636,837,801,647,264,1224,1060,426,255,1249,163,No,2016,8,8,1,1,0,0
2016-08-08 02:00:00,67,81,Operator2,2005,0,1,1123,1776,1442,903,996,180,502,252,2005,861,1357,1680,164,No,2016,8,8,1,2,0,0
2016-08-08 03:00:00,62,87,Operator2,1679,0,1,1623,1138,1674,710,1071,1545,1588,690,1665,2006,231,668,165,No,2016,8,8,1,3,0,0
2016-08-08 04:00:00,64,91,Operator2,1620,2,1,1873,211,1399,836,1344,1622,691,510,1563,1765,1433,1168,166,No,2016,8,8,1,4,0,0
2016-08-08 05:00:00,67,85,Operator2,738,1,1,1252,685,289,1485,863,1676,847,1653,366,935,223,658,167,No,2016,8,8,1,5,0,0
2016-08-08 06:00:00,68,92,Operator2,1671,2,0,730,817,1480,863,1173,1802,1991,320,1769,1581,1454,1944,168,No,2016,8,8,1,6,0,0
2016-08-08 07:00:00,60,83,Operator2,366,3,1,1172,1723,574,999,1883,794,1742,632,410,1559,1945,1331,169,No,2016,8,8,1,7,0,0
2016-08-08 08:00:00,67,92,Operator4,1868,1,2,1580,1156,1687,853,1556,1029,599,1466,292,1200,866,1377,170,No,2016,8,8,1,8,0,0
2016-08-08 09:00:00,60,87,Operator4,1116,2,1,984,1384,708,1815,677,1686,1522,1645,1287,291,1653,1205,171,No,2016,8,8,1,9,0,0
2016-08-08 10:00:00,67,87,Operator4,211,3,1,1943,1610,1423,1625,1608,1172,428,707,948,799,1263,1036,172,No,2016,8,8,1,10,0,0
2016-08-08 11:00:00,60,91,Operator4,369,2,0,1738,435,1535,322,893,1864,1285,817,509,1451,227,1400,173,No,2016,8,8,1,11,0,0
2016-08-08 12:00:00,63,82,Operator4,1625,3,2,1260,1694,1433,705,1505,1835,713,330,274,641,216,1851,174,No,2016,8,8,1,12,0,0
2016-08-08 13:00:00,66,88,Operator4,998,3,0,2007,1865,785,1910,1201,874,919,2008,1392,1007,1352,1974,175,No,2016,8,8,1,13,0,0
2016-08-08 14:00:00,61,87,Operator4,338,0,2,938,1707,1410,448,1678,1522,529,1161,945,414,1450,873,176,No,2016,8,8,1,14,0,0
2016-08-08 15:00:00,68,82,Operator4,414,3,1,422,202,1626,1817,507,744,239,338,640,1206,1137,538,177,No,2016,8,8,1,15,0,0
2016-08-08 16:00:00,68,88,Operator6,383,1,1,1726,521,652,854,777,831,774,1980,1285,928,1134,1084,178,No,2016,8,8,1,16,0,0
2016-08-08 17:00:00,63,87,Operator6,1165,1,0,640,1773,814,1261,497,1773,931,1983,965,376,550,411,179,No,2016,8,8,1,17,0,0
2016-08-08 18:00:00,60,93,Operator6,1598,0,2,940,252,1092,800,1794,422,1502,1692,899,1429,1410,1258,180,No,2016,8,8,1,18,0,0
2016-08-08 19:00:00,65,84,Operator6,1905,3,1,550,1542,1201,1994,812,642,1366,879,1834,259,411,728,181,No,2016,8,8,1,19,0,0
2016-08-08 20:00:00,67,91,Operator6,302,0,2,1245,960,1390,1771,372,1794,1005,289,1877,681,931,747,182,No,2016,8,8,1,20,0,0
2016-08-08 21:00:00,65,85,Operator6,282,2,1,1725,1378,968,1948,1656,1584,436,1247,1568,838,1332,219,183,No,2016,8,8,1,21,0,0
2016-08-08 22:00:00,68,93,Operator6,549,3,0,1145,1696,1939,1501,1071,226,1841,377,453,1388,305,1867,184,No,2016,8,8,1,22,0,0
2016-08-08 23:00:00,63,91,Operator6,1827,2,0,187,724,1035,801,1896,840,1029,455,187,381,551,1857,185,No,2016,8,8,1,23,0,0
2016-08-09 00:00:00,62,84,Operator7,1737,2,0,1631,999,1763,1827,1727,541,1917,482,1401,792,376,621,186,No,2016,8,9,2,0,0,0
2016-08-09 01:00:00,68,85,Operator7,500,0,1,575,1172,1132,1752,1137,728,1858,407,1689,984,1671,691,187,No,2016,8,9,2,1,0,0
2016-08-09 02:00:00,68,90,Operator7,1237,2,2,327,665,1230,645,1329,1113,1989,1471,501,648,1261,1693,188,No,2016,8,9,2,2,0,0
2016-08-09 03:00:00,63,87,Operator7,1792,2,2,1565,2000,173,1629,826,166,1319,1699,1054,857,1558,2003,189,No,2016,8,9,2,3,0,0
